,gene,Level4,source,Phenotypes
687,SERAC1,Mitochondrial disorders,gene_panel_112,"Multiple respiratory chain complex deficiencies (disorders of protein synthesis);3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome, OMIM:614739"
688,SFXN4,Mitochondrial disorders,gene_panel_112,"Combined oxidative phosphorylation deficiency 18, 615578"
689,SLC19A2,Mitochondrial disorders,gene_panel_112,"Thiamine-responsive megaloblastic anemia syndrome, 249270"
690,SLC19A3,Mitochondrial disorders,gene_panel_112,"Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2),607483"
691,SLC25A1,Mitochondrial disorders,gene_panel_112,"Disorders of mitochondrial protein transport;Combined D-2- and L-2-hydroxyglutaric aciduria, 615182"
692,SLC25A12,Mitochondrial disorders,gene_panel_112,"Epileptic encephalopathy, early infantile, 39 612949"
693,SLC25A19,Mitochondrial disorders,gene_panel_112,"Microcephaly, Amish type, 607196;Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type), 613710"
694,SLC25A26,Mitochondrial disorders,gene_panel_112,Intra-mitochondrial Methylation Deficiency leading to Clinical findings ranging from neonatal mortality resulting from respiratory insufficiency and hydrops to childhood acute episodes of cardiopulmonary failure and slowly progressive muscle weakness;Combined oxidative phosphorylation deficiency 28;intra-mitochondrial methylation deficiency.
695,SLC25A3,Mitochondrial disorders,gene_panel_112,"Mitochondrial phosphate carrier deficiency, 610773"
696,SLC25A32,Mitochondrial disorders,gene_panel_112,"?Exercise intolerance, riboflavin-responsive 616839"
697,SLC25A38,Mitochondrial disorders,gene_panel_112,"nonsyndromic autosomal recessive congenital sideroblastic anemia;congenital sideroblastic anemias;severe, non-syndromic, microcytic/hypochromic sideroblastic anemia"
698,SLC25A42,Mitochondrial disorders,gene_panel_112,"mitochondrial myopathy;Metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression 618416"
699,SLC25A46,Mitochondrial disorders,gene_panel_112,optic atrophy spectrum disorder
700,SPG7,Mitochondrial disorders,gene_panel_112,"Disorders of mitochondrial DNA maintenance and integrity;Spastic paraplegia 7, autosomal recessive, 607259"
701,SURF1,Mitochondrial disorders,gene_panel_112,"Isolated complex IV deficiency;Leigh syndrome, due to COX deficiency, 256000;Mitochondrial Diseases;Leigh Syndrome;Complex IV deficiency"
702,TAZ,Mitochondrial disorders,gene_panel_112,"Disorders of mitochondrial lipid metabolism;Barth syndrome, 302060"
703,TIMM50,Mitochondrial disorders,gene_panel_112,"3-methylglutaconic aciduria, type IX 617698"
704,TIMM8A,Mitochondrial disorders,gene_panel_112,"Disorders of the mitochondrial import system;Deafness, X-linked 1, progressive;Mohr-Tranebjaerg syndrome, 304700;Jensen syndrome, 311150"
705,TMEM126B,Mitochondrial disorders,gene_panel_112,Isolated complex I deficiency
706,TOP3A,Mitochondrial disorders,gene_panel_112,"?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5, 618098"
707,TPK1,Mitochondrial disorders,gene_panel_112,"Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458"
708,TRIT1,Mitochondrial disorders,gene_panel_112,Combined oxidative phosphorylation deficiency 35 617873
709,TRMT10C,Mitochondrial disorders,gene_panel_112,"Combined oxidative phosphorylation deficiency 30, 616974"
710,TRMT5,Mitochondrial disorders,gene_panel_112,Combined oxidative phosphorylation deficiency 26 616539
711,TRMU,Mitochondrial disorders,gene_panel_112,"Multiple respiratory chain complex deficiencies (disorders of protein synthesis);{Deafness, mitochondrial, modifier of}, 580000;Liver failure, transient infantile, 613070"
712,TRNT1,Mitochondrial disorders,gene_panel_112,"congenital sideroblastic anemia with B cell immunodeficiency, fevers, and developmental delay (SIFD); retinitis pigmentosa with erythrocytic microcytosis"
713,TSFM,Mitochondrial disorders,gene_panel_112,"Combined oxidative phosphorylation deficiency 3, 610505"
714,TUFM,Mitochondrial disorders,gene_panel_112,Combined oxidative phosphorylation deficiency 4 610678
715,UQCC2,Mitochondrial disorders,gene_panel_112,"Mitochondrial complex III deficiency, nuclear type 7, 615824"
716,UQCRB,Mitochondrial disorders,gene_panel_112,"Mitochondrial complex III deficiency, nuclear type 3, 615158"
717,VARS2,Mitochondrial disorders,gene_panel_112,"Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Combined oxidative phosphorylation deficiency 20, 615917"
718,WARS2,Mitochondrial disorders,gene_panel_112,"Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures, 617710"
719,YARS2,Mitochondrial disorders,gene_panel_112,"Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Myopathy, lactic acidosis, and sideroblastic anemia 2, 613561"
1783,ABCD1,Hereditary spastic paraplegia,gene_panel_165,"Hereditary spastic paraplegia;adrenal failure;VLCFA accumulation;spastic paraparesis;Adrenoleukodystrophy, 300100"
1784,ABHD16A,Hereditary spastic paraplegia,gene_panel_165,Spastic paraplegia;Intellectual disability
1785,ADAR,Hereditary spastic paraplegia,gene_panel_165,"Aicardi-Goutieres syndrome 6, 615010"
1786,AFG3L2,Hereditary spastic paraplegia,gene_panel_165,"Spastic ataxia 5, autosomal recessive OMIM:614487;spastic ataxia 5 MONDO:0013776;Spinocerebellar ataxia 28 OMIM:610246;spinocerebellar ataxia type 28 MONDO:0012450"
1787,AIMP1,Hereditary spastic paraplegia,gene_panel_165,"Leukodystrophy, hypomyelinating, 3, OMIM:260600"
1788,ALDH18A1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 9A, autosomal dominant;Spastic paraplegia 9B, autosomal recessive CUTIS LAXA, AUTOSOMAL DOMINANT 3;ADCL3 AUTOSOMAL RECESSIVE MENTAL RETARDATION-JOINT HYPERMOBILITY-SKIN LAXITY WITH OR WITHOUT METABOLIC ABNORMALITIES (MRJHSL) SPASTIC PARAPLEGIA 9, AUTOSOMAL DOMINANT;SPG9"
1789,ALS2,Hereditary spastic paraplegia,gene_panel_165,"Amyotrophic lateral sclerosis 2, juvenile, OMIM:205100;Primary lateral sclerosis, juvenile, OMIM:606353;Spastic paralysis, infantile onset ascending, OMIM:607225"
1790,AP4B1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 47, autosomal recessive, OMIM:614066;Hereditary spastic paraplegia 47, MONDO:0013551"
1791,AP4E1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 51, autosomal recessive, OMIM:613744;Hereditary spastic paraplegia 51, MONDO:0013401"
1792,AP4M1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 50, autosomal recessive"
1793,AP4S1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 52, autosomal recessive;developmental delay;seizures"
1794,ARG1,Hereditary spastic paraplegia,gene_panel_165,"Argininemia, OMIM:207800"
1795,ATL1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 3A, autosomal dominant, ;Spastic Paraplegia, Dominant ;Spastic paraplegia 3A, autosomal dominant"
1796,ATP13A2,Hereditary spastic paraplegia,gene_panel_165,"Adult-onset lower-limb predominant spastic paraparesis;Spastic paraplegia 78, autosomal recessive, 617225;complicated hereditary spastic paraplegia"
1797,B4GALNT1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 26, autosomal recessive"
1798,BSCL2,Hereditary spastic paraplegia,gene_panel_165,"Silver spastic paraplegia syndrome, OMIM:270685"
1799,C12orf65,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 55, autosomal recessive, OMIM:615035"
1800,C19orf12,Hereditary spastic paraplegia,gene_panel_165,"?Spastic paraplegia 43, autosomal recessive, OMIM:615043;Neurodegeneration with brain iron accumulation 4, OMIM: 614298"
1801,CAPN1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 76 autosomal recessive	616907"
1802,CYP27A1,Hereditary spastic paraplegia,gene_panel_165,"Cerebrotendinous xanthomatosis, 213700;progressive lower extremity spasticity,often disproportionate to any degree of weakness"
1803,CYP2U1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 56, autosomal recessive"
1804,CYP7B1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 5A, autosomal recessive , OMIM:270800"
1805,DDHD1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 28, autosomal recessive"
1806,DDHD2,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 54, autosomal recessive"
1807,ENTPD1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 64, autosomal recessive, OMIM:615683"
1808,ERLIN1,Hereditary spastic paraplegia,gene_panel_165,"Hereditary spastic paraplegia;Spastic paraplegia 62, 615681"
1809,ERLIN2,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 18, autosomal recessive,  611225;Spastic paraplegia, autosomal dominant;hereditary spastic paraplegia;neurodegeneration"
1810,FA2H,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 35, autosomal recessive"
1811,FARS2,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 77, autosomal recessive, 617046"
1812,GBA2,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 46, autosomal recessive, 614409"
1813,HACE1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia;psychomotor retardation;seizure;Spastic paraplegia and psychomotor retardation with or without seizures, 616756"
1814,HIKESHI,Hereditary spastic paraplegia,gene_panel_165,"Leukodystrophy, hypomyelinating, 13, OMIM:616881"
1815,HSPD1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 13, autosomal dominant"
1816,KDM5C,Hereditary spastic paraplegia,gene_panel_165,"Mental retardation, X-linked, syndromic, Claes-Jensen type, 300534;Intellectual disability;developmental delay;progressive spasticity;epilepsy;hypothyroidism"
1817,KIDINS220,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia, intellectual disability, nystagmus, and obesity OMIM:617296"
1818,KIF1A,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 30, autosomal dominant, OMIM:610357;Spastic paraplegia 30, autosomal recessive, OMIM:610357;NESCAV syndrome, OMIM:614255"
1819,KIF1C,Hereditary spastic paraplegia,gene_panel_165,"Spastic ataxia 2, autosomal recessive, OMIM:611302"
1820,KIF5A,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 10, autosomal dominant"
1821,L1CAM,Hereditary spastic paraplegia,gene_panel_165,"CRASH syndrome, OMIM:303350;MASA syndrome, OMIM:303350;Hydrocephalus due to aqueductal stenosis, OMIM:307000;Hydrocephalus with congential idiopathic intestinal pseudoobstruction, OMIM:307000;Hydrocephalus with Hirschsprung disease, OMIM:307000"
1822,NIPA1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 6, autosomal dominant ;Spasticparaplegia6,autosomaldominant,600363"
1823,NKX6-2,Hereditary spastic paraplegia,gene_panel_165,"Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy, OMIM:617560"
1824,NT5C2,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 45, autosomal recessive, 613162"
1825,OPA3,Hereditary spastic paraplegia,gene_panel_165,"3-methylglutaconic aciduria, type III, 258501; Costeff syndrome"
1826,PCYT2,Hereditary spastic paraplegia,gene_panel_165,"Complex hereditary spastic paraplegia;Spastic paraplegia 82, autosomal recessive, 618770"
1827,PLP1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 2, X-linked"
1828,PNPLA6,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 39, autosomal recessive"
1829,POLR3A,Hereditary spastic paraplegia,gene_panel_165,"Autosomal Recessive Ataxia;Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism"
1830,REEP1,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 31, autosomal dominant"
1831,REEP2,Hereditary spastic paraplegia,gene_panel_165,"?Spastic paraplegia 72, autosomal recessive, 615625;?Spastic paraplegia 72, autosomal dominant,615625"
1832,RNASEH2B,Hereditary spastic paraplegia,gene_panel_165,"Aicardi-Goutieres syndrome 2, OMIM:610181"
1833,RTN2,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 12, autosomal dominant"
1834,SACS,Hereditary spastic paraplegia,gene_panel_165,"Spastic ataxia, Charlevoix-Saguenay type"
1835,SERAC1,Hereditary spastic paraplegia,gene_panel_165,"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome, OMIM:614739"
1836,SLC16A2,Hereditary spastic paraplegia,gene_panel_165,"Allan-Herndon-Dudley syndrome, OMIM:300523"
1837,SLC1A4,Hereditary spastic paraplegia,gene_panel_165,"Spastic tetraplegia, thin corpus callosum, and progressive microcephaly, 616657"
1838,SLC25A46,Hereditary spastic paraplegia,gene_panel_165,"Neuropathy, hereditary motor and sensory, type VIB	616505"
1839,SLC2A1,Hereditary spastic paraplegia,gene_panel_165,"Developmental delay;seizure;paroxysmal choreoathetosis;spastic paraplegia;autosomal dominant, complicated hereditary spastic paraplegia (HSP)"
1840,SPART,Hereditary spastic paraplegia,gene_panel_165,"Troyer syndrome, OMIM:275900;Spastic paraplegia 20"
1841,SPAST,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 4, autosomal dominant"
1842,SPG11,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 11, autosomal recessive"
1843,SPG21,Hereditary spastic paraplegia,gene_panel_165,"Spastic Paraplegia, Recessive"
1844,SPG7,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 7, autosomal recessive"
1845,TFG,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 57, autosomal recessive, OMIM:615658"
1846,TUBB4A,Hereditary spastic paraplegia,gene_panel_165,"Dystonia 4, torsion, autosomal dominant 	128101;Leukodystrophy, hypomyelinating, 6 	612438;ataxia"
1847,UBAP1,Hereditary spastic paraplegia,gene_panel_165,Hereditary spastic paraplegia
1848,WASHC5,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 8, autosomal dominant, OMIM:603563"
1849,WDR45B,Hereditary spastic paraplegia,gene_panel_165,"Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures, OMIM:617977"
1850,ZFYVE26,Hereditary spastic paraplegia,gene_panel_165,"Spastic paraplegia 15, autosomal recessive"
2277,ACADVL,Limb girdle muscular dystrophy,gene_panel_185,"VLCAD deficiency, 201475;metabolic myopathy;rhabdomyolsis"
2278,ANO5,Limb girdle muscular dystrophy,gene_panel_185,"Gnathodiaphyseal dysplasia, 166260;Muscular dystrophy, limb-girdle, type 2L, 611307;Miyoshi muscular dystrophy 3, 613319;Limb-girdle muscular dystrophy;Limb-Girdle Muscular Dystrophy, Recessive;Limb-girdle muscular dystrophy"
2279,BAG3,Limb girdle muscular dystrophy,gene_panel_185,"Myopathy, myofibrillar, 6, 612954"
2280,CAPN3,Limb girdle muscular dystrophy,gene_panel_185,"Muscular dystrophy, limb-girdle, autosomal recessive 1, OMIM:253600"
2281,CAV3,Limb girdle muscular dystrophy,gene_panel_185,"Rippling muscle disease 2, OMIM:606072;Myopathy, distal, Tateyama type, OMIM:614321"
2282,COL6A1,Limb girdle muscular dystrophy,gene_panel_185,"Bethlem myopathy 1, OMIM:158810;Ullrich congenital muscular dystrophy 1, OMIM:254090"
2283,COL6A2,Limb girdle muscular dystrophy,gene_panel_185,"Bethlem myopathy 1	158810"
2284,COL6A3,Limb girdle muscular dystrophy,gene_panel_185,"Bethlem myopathy, OMIM:158810;Ullrich congenital muscular dystrophy, OMIM:254090"
2285,CPT2,Limb girdle muscular dystrophy,gene_panel_185,"CPT II deficiency, infantile, OMIM:600649;CPT II deficiency, lethal neonatal, OMIM:608836"
2286,CRYAB,Limb girdle muscular dystrophy,gene_panel_185,"Myopathy, myofibrillar, 2, OMIM:608810;Myopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related, OMIM:613869"
2287,DAG1,Limb girdle muscular dystrophy,gene_panel_185,"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 9, 613818;Limb girdle muscular dystrophy;congenital muscular dystrophy;Limb-girdle muscular dystrophy"
2288,DES,Limb girdle muscular dystrophy,gene_panel_185,"Muscular dystrophy, limb-girdle, type 2R, 615325;myofibrillar myopathy;cardiomyopathy;limb girdle muscular dystrophy"
2289,DMD,Limb girdle muscular dystrophy,gene_panel_185,"Duchenne muscular dystrophy 310200;Becker muscular dystrophy	300376"
2290,DNAJB6,Limb girdle muscular dystrophy,gene_panel_185,"Limb-Girdle Muscular Dystrophy, Dominant;Muscular dystrophy, limb-girdle, type 1E, 603511"
2291,DOK7,Limb girdle muscular dystrophy,gene_panel_185,Congenital myasthenic syndrome;Limb-girdle muscular dystrophy
2292,DYSF,Limb girdle muscular dystrophy,gene_panel_185,"Muscular dystrophy, limb-girdle, type 2B, 253601Myopathy, distal, with anterior tibial onset, 606768Miyoshi muscular dystrophy 1, 254130;Limb-Girdle Muscular Dystrophy, Recessive; Limb-girdle muscular dystrophy"
2293,EMD,Limb girdle muscular dystrophy,gene_panel_185,"Emery-Dreifuss muscular dystrophy 1, X-linked	310300"
2294,FHL1,Limb girdle muscular dystrophy,gene_panel_185,Emery-Dreifuss muscular dystrophy
2295,FKRP,Limb girdle muscular dystrophy,gene_panel_185,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type; Limb-girdle muscular dystrophy"
2296,FKTN,Limb girdle muscular dystrophy,gene_panel_185,"Muscular dystrophy-dystroglycanopathy (with brain and eye anomalies), 253800;Muscular dystrophy-dystroglycanopathy (without mental retardation), 613152;Cardiomyopathy, dilated, 1X, 611615;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4, 611588; Limb-girdle muscular dystrophy"
